label,message
spam,"Hey friend, Your Crypto wallet has been suspended due to suspicious activity. Log in at www.free-prize.info to secure your account. Within 24 hours or your account is deleted."
spam,"Hey friend, We noticed a login attempt on your Apple ID. Shop now while stocks last! Visit www.free-prize.info Act now!"
spam,"URGENT: Make $5,000 working from home starting today! Shop now while stocks last! Visit http://bit.ly/scam123 Act now!"
spam,"Hey friend, Make $10,000/week working from home starting in 24 hours! Verify your identity immediately at www.free-prize.info to restore access. Do this immediately."
ham,"Good morning, I hope this email finds you well. Can you review the attached Q3 report by 2 PM? Thanks,"
spam,Congratulations! You are the lucky winner of our daily giveaway! Shop now while stocks last! Visit http://bit.ly/scam123 Act now!
spam,"Clearance sale! Massive discounts on electronics. Download the secure attachment to view your invoice. Hurry, offer ends {time}!"
ham,"Good morning, Hope you are having a good week. I'm reviewing the Q3 report now and will send feedback soon. Best,"
spam,"WARNING: Your Bank of America account has been suspended due to suspicious activity. Unsubscribe by clicking http://bit.ly/scam123 Hurry, offer ends {time}!"
spam,URGENT: Your Amazon account has been suspended due to suspicious activity. Unsubscribe by clicking http://secure-login-verify.com Limited time only.
spam,Your package could not be delivered. Reply to this email to find out how. Limited time only.
spam,"Dear Customer, Your PayPal account has been suspended due to suspicious activity. Unsubscribe by clicking http://bit.ly/scam123 Hurry, offer ends {time}!"
ham,"Dear Team, Just checking in regarding our last conversation. I'll be out of office until Friday. Best,"
spam,Your package could not be delivered. Verify your identity immediately at http://bit.ly/scam123 to restore access. Limited time only.
ham,"Hi everyone, Thanks for reaching out! Here are the meeting minutes from our sync on Apollo migration. Talk soon,"
spam,Congratulations! You are the lucky winner of our daily giveaway! Reply to this email to find out how. Do this immediately.
ham,"Hi there, Do you have a few minutes to chat at next week? Regards,"
spam,"Congratulations! Invest in the new crypto coin and turn $100 into $500 a day. Log in at http://update-your-billing.net to secure your account. Hurry, offer ends {time}!"
spam,"Dear Customer, Make $10,000/week working from home starting immediately! Unsubscribe by clicking http://claim-now.net Limited time only."
ham,"Hey! Just checking in regarding our last conversation. Thanks for the update on the marketing campaign. Looks good. Talk soon,"
ham,"Hello, Just checking in regarding our last conversation. Could you clarify your notes on the invoice? Regards,"
ham,"Thanks for reaching out! Thanks for the update on the Q4 planning. Looks good. Sincerely,"
ham,"Hope you are having a good week. Thanks for the update on the server upgrade. Looks good. Best,"
spam,"Hey friend, Get up to 99% off on all enhancement pills! Verify your identity immediately at www.free-prize.info to restore access. Do this immediately."
ham,"Hi everyone, Thanks for reaching out! Here are the meeting minutes from our sync on Apollo migration. Talk soon,"
spam,"Congratulations! Your Netflix subscription has been suspended due to suspicious activity. Verify your identity immediately at http://secure-login-verify.com to restore access. Hurry, offer ends {time}!"
spam,"Hey friend, You have been selected to receive a brand new iPhone 15. Reply to this email to find out how. Do this immediately."
spam,"Hey friend, Your package could not be delivered. Pay the $1.99 shipping fee at www.free-prize.info to get your package. Do this immediately."
ham,"Hope you are having a good week. Thanks for the update on the client pitch. Looks good. Regards,"
ham,"Hey! Hope you are having a good week. I have updated the design mockup with the latest figures. Best,"
spam,"You are the lucky winner of our daily giveaway! Pay the $1.99 shipping fee at http://secure-login-verify.com to get your package. Hurry, offer ends {time}!"
ham,"Dear Team, Just checking in regarding our last conversation. Let's schedule a meeting for 2 PM to discuss the client pitch. Sincerely,"
ham,"Hi everyone, Hope you are having a good week. Just a reminder that the team building is happening at 2 PM. Regards,"
spam,"Dear Customer, You have been selected to receive a $5000 Amazon Gift Card. Download the secure attachment to view your invoice. Do this immediately."
spam,You have been selected to receive a free iPad Pro. Log in at http://update-your-billing.net to secure your account. Act now!
spam,Congratulations! You have been selected to receive a $5000 Amazon Gift Card. Verify your identity immediately at www.free-prize.info to restore access. Do this immediately.
spam,"ATTENTION: We noticed a login attempt on your Apple ID. Download the secure attachment to view your invoice. Hurry, offer ends {time}!"
ham,"I hope this email finds you well. Could you clarify your notes on the presentation? Talk soon,"
ham,"Dear Team, I hope this email finds you well. I'll be out of office until EOD. Sincerely,"
spam,"Dear Customer, Make thousands of dollars working from home starting in 24 hours! Unsubscribe by clicking www.free-prize.info Hurry, offer ends {time}!"
ham,"Hello, Following up on the previous thread. Please find your receipt for your recent software purchase attached. Regards,"
spam,"Dear Customer, Invest in the new crypto coin and turn $100 into $5,000. Log in at www.free-prize.info to secure your account. Limited time only."
ham,"Hello, Just checking in regarding our last conversation. The client pitch is progressing well. We hit the milestone. Talk soon,"
spam,"Hey friend, Clearance sale! Massive discounts on rolex watches. Click here to claim your reward: http://claim-now.net Act now!"
spam,"Congratulations! Clearance sale! Massive discounts on software licenses. Click here to claim your reward: http://secure-login-verify.com Hurry, offer ends {time}!"
ham,"Good morning, Just checking in regarding our last conversation. I'm reviewing the draft contract now and will send feedback soon. Regards,"
ham,"Hello, Hope you are having a good week. I'm reviewing the code review now and will send feedback soon. Thanks,"
spam,"Dear Customer, Invest in the new crypto coin and turn $100 into $5,000. Reply to this email to find out how. Limited time only."
spam,URGENT: You are the lucky winner of our daily giveaway! Pay the $1.99 shipping fee at http://update-your-billing.net to get your package. Do this immediately.
spam,"Dear Customer, Your Bank of America account has been suspended due to suspicious activity. Verify your identity immediately at http://secure-login-verify.com to restore access. Hurry, offer ends {time}!"
spam,"Congratulations! We noticed a login attempt on your PayPal account. Download the secure attachment to view your invoice. Hurry, offer ends {time}!"
ham,"I hope this email finds you well. Do you have a few minutes to chat at 2 PM? Talk soon,"
ham,"Hi there, Thanks for reaching out! Here are the meeting minutes from our sync on marketing campaign. Regards,"
ham,"Hi everyone, Following up on the previous thread. Here are the meeting minutes from our sync on Q4 planning. Regards,"
ham,"Hello, Are we still on for lunch at next week? Thanks,"
ham,"Dear Team, Thanks for reaching out! I have updated the presentation with the latest figures. Thanks,"
spam,"Dear Customer, Make $10,000/week working from home starting tonight! Unsubscribe by clicking http://update-your-billing.net Do this immediately."
spam,"Dear Customer, Your package could not be delivered. Unsubscribe by clicking http://secure-login-verify.com Hurry, offer ends {time}!"
ham,"Hey! I hope this email finds you well. Thanks for the update on the Q4 planning. Looks good. Sincerely,"
ham,"Hi there, Please find your receipt for your recent software purchase attached. Cheers,"
spam,URGENT: Get up to 90% off on all designer handbags! Pay the $1.99 shipping fee at www.free-prize.info to get your package. Do this immediately.
spam,You have been selected to receive a Tesla Model S. Pay the $1.99 shipping fee at http://secure-login-verify.com to get your package. Act now!
ham,"The website redesign is progressing well. We hit the milestone. Sincerely,"
spam,You are the lucky winner of our daily giveaway! Click here to claim your reward: http://secure-login-verify.com Do this immediately.
spam,We noticed a login attempt on your Apple ID. Log in at http://secure-login-verify.com to secure your account. Within 24 hours or your account is deleted.
spam,Congratulations! Get up to 90% off on all electronics! Reply to this email to find out how. Limited time only.
spam,ATTENTION: You are the lucky winner of our daily giveaway! Log in at www.free-prize.info to secure your account. Do this immediately.
ham,"Good morning, I hope this email finds you well. Are we still on for lunch at Friday? Talk soon,"
